date,time,entry_time,exit_time,strategy,signal,symbol,underlying,expiry,strike,entry_price,entry_ltp,entry_slippage,exit_price,exit_premium,qty,t1_hit,t1_exit_price,t1_pnl,gross_pnl,pnl,net_pnl,brokerage,stt,exchange_fee,gst,stamp_duty,total_charges,daily_pnl,reason,order_id,sell_order_id,pricing_source,quality_score,regime,holding_seconds,legs_json,exit_legs_json
2026-05-05,11:16:46,2026-05-05T10:21:03.137426+05:30,2026-05-05T05:46:46.667684+00:00,IRON_CONDOR,IRON_CONDOR,NIFTY 50,NIFTY 50,,23350/24600,260.2100000000001,260.2100000000001,0.0,226.38,226.38,65,False,,,2198.95,2035.77,2035.77,100.0,25.37,16.76,21.02,0.51,163.66,163.18,TARGET,,,,,,3343,[],[]
2026-05-05,13:13:36,2026-05-05T12:49:06.842488+05:30,2026-05-05T07:43:36.854861+00:00,IRON_CONDOR,IRON_CONDOR,NIFTY,NIFTY,,24100/23850,6.25,6.25,0.0,15.6,15.6,65,False,,,-607.75,-727.25,-727.25,100.0,0.61,0.75,18.14,0.01,119.51,119.5,STOP_LOSS,,,,,,1470,[],[]
2026-05-05,13:24:17,2026-05-05T13:15:52.801309+05:30,2026-05-05T07:54:17.135500+00:00,IRON_CONDOR,IRON_CONDOR,NIFTY,NIFTY,,24200/23950,6.799999999999999,6.799999999999999,0.0,5.9,5.9,65,False,,,58.5,-60.68,-60.68,100.0,0.66,0.44,18.08,0.01,119.19,119.18,TARGET,,,,,,504,[],[]
2026-05-05,13:34:20,2026-05-05T13:30:50.100020+05:30,2026-05-05T08:04:20.932562+00:00,IRON_CONDOR,IRON_CONDOR,NIFTY,NIFTY,,24150/23900,4.7,4.7,0.0,4.0,4.0,65,False,,,45.5,-73.31,-73.31,100.0,0.46,0.3,18.05,0.01,118.82,118.81,TARGET,,,,,,210,[],[]
2026-05-05,13:57:32,2026-05-05T13:44:43.834862+05:30,2026-05-05T08:27:32.804260+00:00,IRON_CONDOR,IRON_CONDOR,NIFTY,NIFTY 50,2026-05-05,24200/23950,4.3,4.3,0.0,3.6,3.6,65,False,,,,45.5,45.5,-73.24,-73.24,,,,,,CLOSED,118.74,1101.29,TARGET,,,768,[],[]
2026-05-06,10:22:54,2026-05-06T09:27:07.480338+05:30,2026-05-06T04:52:54.221033+00:00,IRON_CONDOR,IRON_CONDOR,NIFTY,NIFTY 50,2026-05-12,24300/24050,36.75000000000003,36.75000000000003,0.0,31.97,31.97,65,False,,,,310.7,310.7,117.99,117.99,,,,,,CLOSED,192.71,117.99,TARGET,,,3346,[],[]
